Customer_ID,Account_Balance,Age,Gender,Marital_Status,Number_of_Dependents,Account_Type,Loan_Amount,Loan_Term_Months,Credit_Score,Annual_Income,Employment_Status,Education_Level,Home_Ownership,Monthly_Expenses,Transaction_Count,Last_Transaction_Date,Branch_Code,Account_Open_Date,Is_Active,Interest_Rate,Overdraft_Limit,Credit_Limit
951198,-4978.370492,56,Male,Widowed,0,Fixed Deposit,2533.2516927667375,63,329.58008029755786,191031.53024424592,Retired,High School,Mortgage,5129.726464228202,7,01-01-2020,606,01-01-2000,TRUE,12.524465397061995,4743.171141577575,20520.965020816435
165711,-5976.029074,69,Male,Widowed,0,Fixed Deposit,5168.061986782735,254,312.1472149156489,166788.14580895795,Self-Employed,Bachelor,Rent,3513.4003360796746,0,02-01-2020,425,02-01-2000,FALSE,11.210886147908699,1820.894953,49403.23255898088
608469,-5366.190159,46,Male,Single,3,Current,4101.245576081388,274,496.87865699302057,136598.30830865755,Retired,Bachelor,Own,5994.206308136518,76,03-01-2020,943,03-01-2000,TRUE,9.459760413813347,3536.172694324167,43584.35734675559
889649,-7929.750506,32,Male,Married,1,Savings,7763.5403500821585,185,483.5134898,33134.76311380221,Unemployed,High School,Mortgage,7038.155718578224,0,04-01-2020,290,04-01-2000,FALSE,9.696290828,1873.1767,5039.083570386614
573858,-545.3422731,60,Female,Widowed,4,Current,599.3330975,111,513.2323351614536,100864.46437913371,Employed,Associate,Own,4614.568519416664,66,05-01-2020,313,05-01-2000,TRUE,10.234692596051909,1915.5759148352668,47419.09961780229
736288,-9044.71215,25,Female,Divorced,3,Fixed Deposit,4792.986583994076,72,376.1025104885045,106160.43542088266,Retired,High School,Rent,7857.026300739119,13,06-01-2020,146,06-01-2000,TRUE,11.642901406345947,4301.191250218714,3083.2049093251167
939941,-5285.108991,78,Female,Widowed,0,Current,4124.451349,199,705.9925487952639,54184.75808942222,Unemployed,Master,Rent,2324.045686805929,88,07-01-2020,829,07-01-2000,TRUE,8.447620747444022,4041.5987905512384,9913.800393216252
555186,-1788.828716,38,Female,Divorced,2,Current,1997.837313465532,18,771.3304281269315,25193.42492826737,Self-Employed,Associate,Mortgage,6676.473822830918,26,08-01-2020,188,08-01-2000,TRUE,7.376384107174575,1823.483437958069,29645.18150148704
384501,-8913.880998,56,Female,Single,3,Current,9122.730618645739,200,816.2930494557193,157577.4897896216,Unemployed,Associate,Rent,5227.667844679934,26,09-01-2020,886,09-01-2000,TRUE,6.698889054369002,866.2528204996721,4956.121741600666
928786,-6481.800273,75,Male,Married,3,Savings,9275.502173343531,94,570.7992669357942,33186.65990363505,Self-Employed,High School,Rent,2818.6009782836527,76,10-01-2020,326,10-01-2000,TRUE,9.936873976101023,2109.1286281603934,8924.660092479076
400714,-1581.747294,36,Female,Widowed,3,Current,1379.6665492335765,294,685.4761345189858,122915.2426067372,Employed,Doctorate,Own,6744.110824006169,54,11-01-2020,496,11-01-2000,TRUE,6.7029084940639505,3920.258909683919,47721.097568499696
631322,-462.6134848,40,Female,Married,0,Current,354.19063208860837,135,770.5531178897298,187925.3430378955,Unemployed,High School,Mortgage,6306.663917280471,0,12-01-2020,316,12-01-2000,FALSE,6.991666499183797,952.4496253325294,49739.70636
116263,-1847.860764,28,Female,Divorced,0,Current,2142.5189719585906,168,530.0601111014173,176459.98659362807,Unemployed,Doctorate,Mortgage,7812.1176108445525,0,13-01-2020,851,13-01-2000,FALSE,10.433537203351898,3524.4538912546363,40108.69054723457
281171,-5748.457041,28,Female,Divorced,3,Fixed Deposit,7561.874885075425,98,470.1770371787444,62772.99851235961,Self-Employed,Associate,Mortgage,7745.298811841545,0,14-01-2020,400,14-01-2000,FALSE,10.127359376647112,4503.934669612572,26245.26018177044
305384,-1452.722102,41,Male,Married,3,Fixed Deposit,2162.440489829337,159,815.1985057194196,171775.2411347404,Retired,Bachelor,Own,6635.225567113532,20,15-01-2020,515,15-01-2000,TRUE,7.612619500334524,1306.522200222712,45114.74584889209
602574,-2052.594155,70,Male,Single,1,Savings,2408.42213,81,583.6221030923903,10063.176162892987,Self-Employed,Bachelor,Rent,3550.4148313075675,0,16-01-2020,952,16-01-2000,FALSE,9.400786408207162,4379.919459287918,6483.039773294866
175348,741.8856262630107,53,Male,Married,2,Fixed Deposit,389.04363016388385,87,573.4896376249828,13360.683826518873,Retired,High School,Mortgage,5424.984877260633,0,17-01-2020,993,17-01-2000,FALSE,9.127690187132606,731.1374710560098,47201.70159300543
709563,-6958.646912,57,Female,Married,4,Savings,5506.2538308506255,125,398.12885310992266,124485.10113014434,Self-Employed,Doctorate,Mortgage,4990.7039749997675,0,18-01-2020,269,18-01-2000,FALSE,10.34733643549531,3500.961161407535,18226.09344531618
520141,-8134.103869,41,Male,Widowed,4,Fixed Deposit,9707.002373807272,14,359.48525801534623,79311.66164,Employed,High School,Own,6724.679944,29,19-01-2020,464,19-01-2000,TRUE,10.74781480273578,4059.675141691428,43212.98017042653
875299,-7754.695778,20,Male,Widowed,4,Savings,6199.012672061245,245,763.1587743659313,83427.55982023796,Retired,Master,Own,8510.149398391954,43,20-01-2020,331,20-01-2000,TRUE,7.9211826530830285,2501.4475294669955,33750.29689328416
381719,-1036.23683,39,Female,Divorced,0,Savings,727.3440814964782,178,637.7732469031349,117243.80722898769,Unemployed,High School,Mortgage,6642.792547,76,21-01-2020,719,21-01-2000,TRUE,9.086702218992794,1416.779126660811,48053.440898730376
122231,-8535.160231,70,Female,Widowed,0,Savings,10959.084114113148,110,479.2035212106968,46438.66656245351,Retired,High School,Mortgage,3417.508712532798,81,22-01-2020,427,22-01-2000,TRUE,11.022675393879876,4661.282745065775,43369.21944199509
963367,-6618.544039,19,Female,Single,1,Fixed Deposit,5183.693288514207,135,405.45491956464656,50233.51662644088,Self-Employed,High School,Own,8597.504507586036,9,23-01-2020,332,23-01-2000,TRUE,10.922825703542653,589.8599087142597,44506.99286
803091,-9697.69218,41,Male,Single,0,Current,13996.54634918137,56,605.5235040932973,102074.3015335843,Self-Employed,High School,Own,6879.819475096614,0,24-01-2020,781,24-01-2000,FALSE,9.361462031926052,2997.820531532896,31955.963449881496
909532,-4442.53147,61,Female,Single,3,Fixed Deposit,4704.040299323349,335,621.1556090936244,153308.17342533398,Retired,Doctorate,Own,4301.481559497626,0,25-01-2020,746,25-01-2000,FALSE,9.021018106253614,2177.822339172645,41824.76801783752
766128,-4205.529849,47,Male,Divorced,2,Current,3131.6760702614333,298,413.8464807,127704.57276744166,Unemployed,Doctorate,Own,5733.4510715125725,80,26-01-2020,742,26-01-2000,TRUE,10.827892579775657,2574.7573796647057,38099.42638730559
609135,-6922.430328,55,Male,Single,2,Fixed Deposit,7326.557485757605,117,768.2731613403107,66497.45916,Employed,Doctorate,Rent,4962.608049772032,0,27-01-2020,136,27-01-2000,FALSE,8.840462938178392,2914.542753255031,8919.533414290476
290409,-1250.034534,19,Male,Single,2,Current,1368.7499245338333,305,346.3454013857181,91764.06372669502,Unemployed,Master,Rent,8730.630593611992,0,28-01-2020,870,28-01-2000,FALSE,11.233342867888139,2906.3688001992896,32781.24767630891
871745,-5869.272251,77,Male,Widowed,2,Fixed Deposit,6918.9785180907775,145,495.85119684153193,42426.30412,Retired,Master,Mortgage,2542.936884375332,0,29-01-2020,501,29-01-2000,FALSE,10.195595334292964,1416.306486903944,8260.601779487773
873418,-8116.044102,38,Male,Divorced,4,Savings,5413.365446611825,19,674.2114275693872,24179.664724045528,Self-Employed,High School,Rent,7106.586448,0,30-01-2020,735,30-01-2000,FALSE,7.683052549629553,3558.660453050195,43603.34997239096
674985,-7635.330705,50,Female,Married,4,Savings,7490.996475198781,39,450.7662001005604,158712.24774138836,Unemployed,Doctorate,Own,5346.685233231582,67,31-01-2020,525,31-01-2000,TRUE,10.199186595907722,586.1673103646575,4231.540167658455
111357,-9488.006177,29,Male,Single,3,Savings,13321.013779603298,282,755.2213571296995,60423.60774575697,Self-Employed,Master,Mortgage,7616.087864301994,30,01-02-2020,507,01-02-2000,TRUE,7.506174088496146,595.3284239578552,49365.28683947049
560189,-5553.030373,75,Male,Widowed,1,Current,7493.218581568379,234,706.9273046302219,43775.61369173716,Self-Employed,Bachelor,Own,3107.378474578359,0,02-02-2020,874,02-02-2000,FALSE,7.732775793478958,2653.1930357523947,20630.706640747863
780306,-762.5469708,39,Male,Married,0,Current,1083.3759228368076,19,733.9625645014738,141407.43055817066,Unemployed,High School,Rent,6489.804718830144,96,03-02-2020,964,03-02-2000,TRUE,6.878917060316161,2938.562961216241,9360.838331370343
841784,-119.7010054,78,Male,Single,0,Savings,174.6801599407111,321,365.5085947,127429.81811456534,Retired,Associate,Own,2707.0850231036557,0,04-02-2020,316,04-02-2000,FALSE,11.154371194946867,1737.0026676511718,46848.074199399925
695326,-4537.085935,61,Male,Married,4,Current,2695.0289294980153,145,377.3009203975486,130306.02894255816,Unemployed,Doctorate,Mortgage,4220.479586109349,96,05-02-2020,269,05-02-2000,TRUE,10.687847993393323,2982.5399013207507,3225.8733252625493
992344,-4315.140381,42,Female,Married,2,Savings,3866.381312,40,457.5605558,53489.974920856585,Employed,High School,Rent,6520.5611624688445,0,06-02-2020,709,06-02-2000,FALSE,10.246253616104708,2822.4915484351554,24035.17609094019
679437,-2289.112626,66,Male,Divorced,3,Fixed Deposit,1518.9606012913428,126,584.9424408586585,54202.65232690939,Self-Employed,High School,Mortgage,3884.5232448848224,27,07-02-2020,457,07-02-2000,TRUE,8.604003678202544,2071.4924964769016,38741.12926830063
105566,-1474.354833,44,Male,Divorced,1,Current,1592.1010534890265,45,711.4088421846714,51952.49965927144,Self-Employed,Associate,Rent,5928.370219501836,0,08-02-2020,285,08-02-2000,FALSE,7.493499166032468,3432.9858644530245,16520.773296153347
746762,-5174.759499,76,Male,Single,4,Current,6440.130497898988,18,760.0919899184969,43012.99317583596,Retired,Bachelor,Own,3031.0245640120147,62,09-02-2020,824,09-02-2000,TRUE,7.193697232890846,4810.717474460462,26912.89882523725
928008,-7123.356926,59,Male,Single,3,Fixed Deposit,5071.556179543795,51,687.3844237764492,134587.4977867147,Self-Employed,Master,Mortgage,4231.089191611216,0,10-02-2020,969,10-02-2000,FALSE,9.437141777160491,2708.6121249131097,35320.23779937629
939750,-9972.005735,45,Female,Divorced,3,Current,7467.159734402414,341,810.7282848418511,171123.01819738626,Self-Employed,Master,Rent,5609.648399709001,0,11-02-2020,923,11-02-2000,FALSE,6.472246034675198,4037.228416737411,47646.84462906472
431694,-7136.348955,77,Male,Single,4,Current,8740.905026834711,73,706.3089302887616,147620.31923856563,Self-Employed,Associate,Rent,2829.4358306017402,0,12-02-2020,843,12-02-2000,FALSE,8.356173593726947,1614.1845360784534,6032.429324280468
489203,-7786.958285,33,Male,Single,3,Current,5817.909711511752,97,468.4473378525381,160497.79041450322,Unemployed,Associate,Rent,7405.4207596108345,0,13-02-2020,778,13-02-2000,FALSE,10.843513274212338,3928.7776707836656,8704.108482031068
675696,-6196.825107,32,Male,Divorced,2,Fixed Deposit,7753.0203468422105,224,445.7947063862149,86911.70152618796,Self-Employed,Master,Rent,7416.721285915901,0,14-02-2020,917,14-02-2000,FALSE,11.318947232398443,3420.0767952589745,25934.67386450928
546722,-9936.517743,79,Male,Married,3,Savings,7355.331363294092,127,682.9058476655994,134274.40112067963,Unemployed,Bachelor,Own,2399.3728337291805,82,15-02-2020,260,15-02-2000,TRUE,8.142289697148742,3378.640009677367,21505.2731
873358,-6175.060082,79,Female,Single,1,Savings,3920.524788498759,76,406.07881277928783,77304.88568450716,Retired,Bachelor,Own,2553.0355689022153,60,16-02-2020,383,16-02-2000,TRUE,10.580719428983523,4518.659031990024,21129.01187349965
441293,-8552.630748,64,Female,Widowed,3,Fixed Deposit,12427.16198908693,308,350.99314594564845,109845.8781740416,Employed,High School,Rent,4245.749030732919,0,17-02-2020,283,17-02-2000,FALSE,11.353587594100091,1550.0761472851327,15551.113643871508
926599,-9050.591563,79,Female,Divorced,0,Fixed Deposit,12522.011336049596,181,592.7225811709067,101510.62084162384,Self-Employed,Associate,Own,2822.704302127091,0,18-02-2020,636,18-02-2000,FALSE,8.815820055581659,2158.0255269092395,28473.55512693885
395843,-8616.74435,68,Male,Single,3,Fixed Deposit,6940.297261,127,751.9028633784254,43608.557577332336,Employed,Associate,Own,3837.980732091815,27,19-02-2020,241,19-02-2000,TRUE,7.812004083075657,873.8035565494358,44281.128472120094
348089,-3578.974066,61,Female,Single,4,Savings,2154.619788,333,355.75891335842493,83544.96446376985,Unemployed,Associate,Rent,4430.056556,0,20-02-2020,794,20-02-2000,FALSE,11.085708569927906,3767.539895461455,8885.292686
411689,-389.0742698,72,Female,Divorced,0,Fixed Deposit,243.2743607930853,127,735.5402281,193126.23234164668,Retired,Master,Own,3611.281947041055,6,21-02-2020,695,21-02-2000,TRUE,7.739527209500584,4297.4027838482525,11549.030145292125
593985,-1786.290659,69,Female,Widowed,4,Savings,2586.033139545411,232,746.3646023933514,57230.24897,Retired,Master,Mortgage,3433.8573359319203,0,22-02-2020,330,22-02-2000,FALSE,7.729990957142296,2326.2507663431134,33870.35139
